season_name,total_points,rank
2011/12,1847,621692
2012/13,1955,349006
2013/14,1943,1254065
2014/15,1827,964511
2015/16,2123,161005
2016/17,2183,85929
2017/18,2224,81469
2018/19,2293,66745
2019/20,2439,519
2020/21,2352,187426
2021/22,2595,20839
2022/23,2586,20293
2023/24,2701,24
2024/25,2560,31902
