event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,97,97,6176,6350,6176,1,0,1000,0,0,0
2,61,158,2290696,2298105,13457,25,0,1001,0,0,14
3,37,195,9364576,9369715,192811,85,25,1004,1,0,8
4,82,277,834037,840347,84771,10,21,1003,0,0,14
5,61,338,465198,469261,28531,5,21,1010,0,0,2
6,63,401,2292591,2295933,43346,20,19,1012,2,0,9
7,79,480,1294001,1301932,27907,15,19,1013,0,0,5
8,76,556,1110360,1112754,18789,10,0,1020,2,0,14
9,49,605,4765395,4773949,23652,40,0,1021,0,0,9
10,83,688,1107985,1112534,16018,10,3,1023,1,0,7
11,48,736,1906162,1915628,9314,20,3,1024,0,0,3
12,45,781,3747418,3749421,10268,35,4,1023,3,0,5
13,36,817,5558484,5566690,20145,45,4,1024,1,0,9
14,64,881,5236859,5245752,32446,45,2,1022,1,0,16
15,57,938,3257301,3265233,30970,30,8,1027,1,0,9
16,77,1015,1698255,1701223,32391,15,5,1029,3,0,14
17,100,1115,359502,360311,11713,5,1,1032,3,0,21
18,55,1170,2155310,2159071,7485,20,12,1036,1,0,19
19,49,1219,2458133,2466983,4534,20,12,1037,0,0,2
20,62,1281,940326,942522,2700,10,3,1031,2,0,4
21,75,1356,168397,169390,804,5,3,1032,0,0,6
22,42,1398,5471132,5477100,851,45,13,1034,2,0,12
23,37,1435,9508475,9516229,1187,75,23,1037,1,0,20
24,84,1519,114367,115072,353,1,1,1037,1,0,5
25,68,1587,2950414,2963633,466,25,0,1034,0,0,5
26,77,1664,1144635,1149800,312,10,0,1037,0,0,7
27,45,1709,6188421,6208045,368,50,0,1038,0,0,16
28,96,1805,38257,38585,109,1,8,1039,3,0,2
29,65,1870,3415204,3424756,117,30,8,1044,0,0,0
30,56,1926,1820889,1824148,129,15,62,1043,2,0,18
31,56,1982,2314594,2319160,185,20,52,1047,1,0,0
32,63,2045,1563512,1567527,154,15,41,1049,1,0,4
33,92,2133,1671303,1672949,729,15,4,1041,2,4,0
34,54,2187,1751042,1760302,991,15,4,1041,0,0,15
35,67,2254,1131569,1138253,540,10,4,1043,0,0,13
36,73,2327,5069020,5072836,900,40,19,1041,2,0,12
37,28,2355,4906980,4913049,798,40,3,1042,1,0,2
