h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.184483,0.731013,0.184483,0.731013,"{'att': 370, 'def': 23}","{'att': 238, 'def': 36}",1,6,0,1,0.6746,l,2025-08-17 15:15:00,0,0,1,0,-0.54653
a,0.504863,2.35479,0.504863,2.35479,"{'att': 388, 'def': 22}","{'att': 334, 'def': 18}",1,10,0,3,0.21489999999999998,l,2025-08-23 19:05:00,0,0,1,0,-1.849927
a,1.6248,3.39898,1.6248,2.63889,"{'att': 277, 'def': 14}","{'att': 334, 'def': 12}",6,11,2,3,0.4172,l,2025-08-31 15:15:00,0,0,1,0,-1.01409
h,1.76271,1.98184,1.00261,1.22174,"{'att': 323, 'def': 22}","{'att': 346, 'def': 16}",2,5,1,1,1.1604,d,2025-09-14 15:15:00,0,1,0,1,-0.21913000000000005
a,1.91296,3.497,1.15286,3.497,"{'att': 248, 'def': 15}","{'att': 373, 'def': 45}",7,10,2,5,0.4681,l,2025-09-21 15:15:00,0,0,1,0,-2.34414
h,0.39939,0.395921,0.39939,0.395921,"{'att': 229, 'def': 24}","{'att': 283, 'def': 24}",0,1,0,0,1.2490999999999999,d,2025-09-28 15:15:00,0,1,0,1,0.003469
h,0.1529,2.67719,0.1529,2.67719,"{'att': 401, 'def': 6}","{'att': 259, 'def': 23}",0,22,0,3,0.0628,l,2025-10-04 15:00:00,0,0,1,0,-2.52429
a,0.119104,2.73037,0.119104,1.97027,"{'att': 194, 'def': 12}","{'att': 450, 'def': 27}",4,3,0,4,0.0475,l,2025-10-19 15:15:00,0,0,1,0,-1.8511659999999999
a,1.01476,3.85054,1.01476,3.85054,"{'att': 281, 'def': 15}","{'att': 176, 'def': 27}",5,17,1,6,0.1358,l,2025-10-26 13:00:00,0,0,1,0,-2.8357799999999997
h,3.11925,1.23771,2.35916,1.23771,"{'att': 307, 'def': 21}","{'att': 282, 'def': 26}",6,7,2,0,2.5763999999999996,w,2025-10-29 17:00:00,1,0,0,3,1.12145
