h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.55456,0.298477,1.55456,0.298477,"{'att': 214, 'def': 28}","{'att': 416, 'def': 27}",4,2,2,0,2.5018000000000002,w,2025-08-23 16:30:00,1,0,0,3,1.2560829999999998
h,1.73158,0.64413,1.73158,0.64413,"{'att': 194, 'def': 21}","{'att': 352, 'def': 11}",8,0,1,0,2.1959999999999997,w,2025-08-30 18:45:00,1,0,0,3,1.08745
a,3.55376,1.39098,2.79247,1.39098,"{'att': 279, 'def': 23}","{'att': 248, 'def': 25}",8,6,3,1,2.6682,w,2025-09-13 18:45:00,1,0,0,3,1.4014899999999997
h,1.18611,2.51985,1.18611,1.75855,"{'att': 194, 'def': 25}","{'att': 361, 'def': 25}",7,2,3,2,0.5029,w,2025-09-22 18:45:00,1,0,0,3,-0.5724400000000001
a,2.23894,0.952575,1.47764,0.952575,"{'att': 242, 'def': 18}","{'att': 298, 'def': 14}",4,4,1,2,2.3693,l,2025-09-28 18:45:00,0,0,1,0,0.5250650000000001
h,1.87915,0.691583,1.87915,0.691583,"{'att': 128, 'def': 21}","{'att': 331, 'def': 24}",6,2,2,1,2.3226,w,2025-10-05 16:00:00,1,0,0,3,1.187567
a,1.71911,1.90815,1.71911,1.90815,"{'att': 151, 'def': 17}","{'att': 330, 'def': 13}",9,2,0,1,1.1518,l,2025-10-18 16:00:00,0,0,1,0,-0.1890400000000001
h,1.18626,2.07077,0.424965,1.30947,"{'att': 319, 'def': 14}","{'att': 205, 'def': 11}",9,7,3,1,0.656,w,2025-10-25 16:00:00,1,0,0,3,-0.8845049999999999
a,0.92446,1.02929,0.92446,0.267994,"{'att': 206, 'def': 27}","{'att': 335, 'def': 28}",7,1,1,0,1.1777,w,2025-10-28 16:30:00,1,0,0,3,0.656466
h,0.762314,1.17012,0.762314,0.401891,"{'att': 276, 'def': 26}","{'att': 231, 'def': 28}",6,3,0,0,0.8885,d,2025-11-01 17:00:00,0,1,0,1,0.36042300000000005
a,0.19503,1.64488,0.19503,1.64488,"{'att': 184, 'def': 18}","{'att': 352, 'def': 22}",5,2,0,2,0.2444,l,2025-11-09 14:00:00,0,0,1,0,-1.4498499999999999
h,2.02765,0.825775,2.02765,0.825775,"{'att': 297, 'def': 17}","{'att': 267, 'def': 19}",3,7,3,1,2.3277,w,2025-11-22 19:45:00,1,0,0,3,1.2018749999999998
a,1.33114,0.611755,1.33114,0.611755,"{'att': 311, 'def': 17}","{'att': 239, 'def': 25}",2,5,1,0,2.0039,w,2025-11-30 19:45:00,1,0,0,3,0.7193849999999999
h,2.1655,0.24335,2.1655,0.24335,"{'att': 315, 'def': 25}","{'att': 262, 'def': 17}",1,5,2,1,2.7874,w,2025-12-07 19:45:00,1,0,0,3,1.9221500000000002
a,0.931427,1.84146,0.931427,1.84146,"{'att': 139, 'def': 15}","{'att': 295, 'def': 29}",5,4,0,1,0.6704999999999999,l,2025-12-14 14:00:00,0,0,1,0,-0.9100330000000001
a,2.85402,0.276244,2.85402,0.276244,"{'att': 243, 'def': 12}","{'att': 264, 'def': 21}",11,2,2,0,2.8703000000000003,w,2025-12-28 14:00:00,1,0,0,3,2.5777759999999996
a,2.42503,0.405788,2.42503,0.405788,"{'att': 208, 'def': 21}","{'att': 461, 'def': 15}",4,3,2,0,2.7042,w,2026-01-04 11:30:00,1,0,0,3,2.019242
h,1.57287,1.29178,1.57287,0.530478,"{'att': 148, 'def': 14}","{'att': 389, 'def': 23}",5,2,2,2,1.5708,d,2026-01-07 17:30:00,0,1,0,1,1.042392
