event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,51,51,5471408,5735741,5471399,60,0,1000,0,0,14
2,54,105,4331919,4420185,4597318,45,19,1000,1,0,7
3,52,157,4021860,4089583,3706425,40,52,1003,1,0,5
4,84,241,608824,642643,1481856,10,52,1003,0,0,8
5,43,280,5930505,5968849,2091337,55,38,1006,2,4,4
6,76,356,514374,529419,897631,5,45,1006,1,0,6
7,81,437,1038947,1071029,530420,10,30,1007,1,0,4
8,79,516,699844,726041,291210,10,30,1010,0,0,5
9,69,585,584653,593153,99012,5,8,1015,2,0,10
10,94,679,125805,133892,30943,5,8,1022,0,0,14
11,50,729,1608837,1631237,16718,15,0,1029,2,0,0
12,54,783,1408997,1438161,9180,15,4,1033,1,0,8
13,68,851,137567,148594,1637,5,3,1022,0,0,18
14,82,933,711070,751875,763,10,3,1028,0,0,7
15,55,988,3955171,3992993,1017,35,15,1035,2,0,20
16,83,1071,863931,875113,773,10,40,1033,3,0,4
17,90,1161,1258105,1271270,482,10,5,1036,3,0,22
18,41,1202,7474955,7638476,834,60,5,1040,0,0,4
19,29,1231,11320506,11339787,2106,90,11,1035,2,0,13
20,82,1313,27694,28714,285,1,5,1034,1,0,22
21,48,1361,6715654,6753219,583,55,0,1035,1,0,19
22,44,1405,4146649,4306893,545,35,0,1039,0,0,22
23,33,1438,10973083,10991672,983,90,36,1040,2,0,5
24,67,1505,2177296,2208948,935,20,23,1037,1,0,13
25,76,1581,1070984,1099864,710,10,17,1039,1,0,6
26,72,1645,2322950,2331180,1089,20,8,1041,3,8,9
27,43,1688,7236102,7458067,1454,60,8,1042,0,0,26
28,67,1755,3020199,3045781,2336,25,0,1039,2,0,5
29,57,1812,5527230,5652303,3355,45,0,1037,0,0,23
30,69,1881,169837,183735,1787,5,0,1038,0,0,17
31,63,1944,1060399,1081666,1522,10,72,1040,2,0,0
32,70,2014,512082,554534,840,5,17,1029,0,0,11
33,128,2142,126689,134586,433,1,16,1030,1,0,0
34,74,2216,102576,115535,193,1,16,1030,0,0,8
35,55,2271,4551058,4740921,206,40,16,1033,0,0,9
36,81,2352,2997508,3026932,223,25,20,1036,1,0,12
37,14,2366,10238610,10241614,457,80,1,1036,3,0,18
