name,time,event
wildcard,2025-09-21T17:50:02.193418Z,6
bboost,2025-10-03T12:43:11.569577Z,7
freehit,2025-11-29T11:24:44.171192Z,13
3xc,2025-12-20T08:49:03.832363Z,17
3xc,2026-02-10T17:26:18.499958Z,26
wildcard,2026-04-09T16:44:31.121736Z,32
bboost,2026-04-18T09:59:28.607824Z,33
freehit,2026-04-21T16:45:03.464664Z,34
