id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
226,Sweden,region-206,2025-07-20T23:14:32.374766Z,False,,,s,c,,1,False,False,False,True,2872800.0,True,237884,1,"[{'phase': 1, 'rank': 32, 'last_rank': 25, 'rank_sort': 32, 'total': 2352, 'league_id': 226, 'rank_count': 237884, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 26177, 'last_rank': 15505, 'rank_sort': 26177, 'total': 175, 'league_id': 226, 'rank_count': 237884, 'entry_percentile_rank': 15}]",[],32,25
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 892, 'last_rank': 772, 'rank_sort': 892, 'total': 2352, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1379504, 'last_rank': 778742, 'rank_sort': 1379521, 'total': 175, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 15}]",[],892,772
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 893, 'last_rank': 773, 'rank_sort': 893, 'total': 2352, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1562561, 'last_rank': 910304, 'rank_sort': 1562578, 'total': 175, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 15}]",[],893,773
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 21621, 'last_rank': 15764, 'rank_sort': 21627, 'total': 1094, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1562561, 'last_rank': 910304, 'rank_sort': 1562578, 'total': 175, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 15}]",[],21621,15764
334,Top 1% 24/25 League,top-1%,2025-07-20T23:14:34.293881Z,False,,,s,c,,1,False,False,False,True,2879787.0,True,109163,1,"[{'phase': 1, 'rank': 140, 'last_rank': 126, 'rank_sort': 140, 'total': 2352, 'league_id': 334, 'rank_count': 109163, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 22744, 'last_rank': 12056, 'rank_sort': 22754, 'total': 175, 'league_id': 334, 'rank_count': 109163, 'entry_percentile_rank': 25}]",[],140,126
335,Top 10% 24/25 League,top-10%,2025-07-20T23:14:34.311517Z,False,,,s,c,,1,False,False,False,True,2849447.0,True,1062651,1,"[{'phase': 1, 'rank': 500, 'last_rank': 453, 'rank_sort': 500, 'total': 2352, 'league_id': 335, 'rank_count': 1062651, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 259405, 'last_rank': 141903, 'rank_sort': 259421, 'total': 175, 'league_id': 335, 'rank_count': 1062617, 'entry_percentile_rank': 25}]",[],500,453
25400,Glenn Fantasy PL,,2025-07-21T12:32:02.927914Z,True,,,x,c,132840.0,1,False,False,False,True,2911510.0,True,2140,1,"[{'phase': 1, 'rank': 6, 'last_rank': 5, 'rank_sort': 6, 'total': 2352, 'league_id': 25400, 'rank_count': 2140, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 447, 'last_rank': 241, 'rank_sort': 447, 'total': 175, 'league_id': 25400, 'rank_count': 2140, 'entry_percentile_rank': 25}]",[],6,5
39776,Official /r/FantasyPL Classic League,,2025-07-21T13:07:52.424514Z,False,,,x,c,217222.0,1,False,False,False,True,2888127.0,True,36850,1,"[{'phase': 1, 'rank': 25, 'last_rank': 25, 'rank_sort': 25, 'total': 2352, 'league_id': 39776, 'rank_count': 36850, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 7667, 'last_rank': 4576, 'rank_sort': 7667, 'total': 175, 'league_id': 39776, 'rank_count': 36850, 'entry_percentile_rank': 25}]",[],25,25
136055,Svenska FPL Podden,,2025-07-21T21:39:45.946166Z,False,,,x,c,150632.0,1,False,False,False,True,2904780.0,True,7053,1,"[{'phase': 1, 'rank': 14, 'last_rank': 11, 'rank_sort': 14, 'total': 2352, 'league_id': 136055, 'rank_count': 7053, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1470, 'last_rank': 818, 'rank_sort': 1470, 'total': 175, 'league_id': 136055, 'rank_count': 7053, 'entry_percentile_rank': 25}]",[],14,11
267987,#FPLSVERIGE (DobbTV),,2025-07-23T14:38:43.801132Z,False,,,x,c,1526523.0,1,False,False,False,True,2898883.0,True,15549,1,"[{'phase': 1, 'rank': 15, 'last_rank': 14, 'rank_sort': 15, 'total': 2352, 'league_id': 267987, 'rank_count': 15549, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2965, 'last_rank': 1590, 'rank_sort': 2965, 'total': 175, 'league_id': 267987, 'rank_count': 15549, 'entry_percentile_rank': 20}]",[],15,14
363270,Guldgruvan 25/26,,2025-07-25T10:04:24.473413Z,False,,,x,c,1278881.0,1,False,False,False,True,2932164.0,True,166,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2352, 'league_id': 363270, 'rank_count': 166, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 33, 'last_rank': 18, 'rank_sort': 33, 'total': 175, 'league_id': 363270, 'rank_count': 166, 'entry_percentile_rank': 20}]",[],1,1
540994,Närkesvenskan,,2025-07-29T12:21:36.459238Z,False,,,x,c,996.0,1,False,False,False,True,3041535.0,True,30,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2352, 'league_id': 540994, 'rank_count': 30, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 7, 'last_rank': 6, 'rank_sort': 7, 'total': 175, 'league_id': 540994, 'rank_count': 30, 'entry_percentile_rank': 25}]",[],1,1
708475,fpl.solioanalytics.com,,2025-08-02T13:48:41.125523Z,False,,,x,c,1000002.0,1,False,False,False,True,2924806.0,True,317,5,"[{'phase': 1, 'rank': 7, 'last_rank': 7, 'rank_sort': 7, 'total': 2352, 'league_id': 708475, 'rank_count': 317, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 62, 'last_rank': 42, 'rank_sort': 62, 'total': 175, 'league_id': 708475, 'rank_count': 317, 'entry_percentile_rank': 20}]",[],7,7
795961,Bigman's Battleground,,2025-08-04T15:39:32.103256Z,False,,,x,c,963.0,1,False,False,False,True,2898916.0,True,9071,1,"[{'phase': 1, 'rank': 18, 'last_rank': 17, 'rank_sort': 18, 'total': 2352, 'league_id': 795961, 'rank_count': 9071, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1831, 'last_rank': 1030, 'rank_sort': 1831, 'total': 175, 'league_id': 795961, 'rank_count': 9071, 'entry_percentile_rank': 25}]",[],18,17
