event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,66,66,1560764,1660921,1560765,20,0,1000,0,0,6
2,84,150,111406,114745,51397,5,10,1001,1,0,0
3,73,223,195848,201573,4777,5,10,1003,0,0,27
4,80,303,1121832,1159055,3962,10,52,1001,0,0,11
5,47,350,4067237,4120685,7537,35,25,1007,1,0,7
6,85,435,118041,121634,1187,1,72,1011,1,0,4
7,76,511,1979048,2012397,1356,20,54,1013,1,0,4
8,97,608,42495,43581,99,1,51,1018,1,0,4
9,50,658,4650270,4679879,136,40,20,1022,1,0,7
10,64,722,6945272,6982204,921,60,16,1027,1,0,7
11,56,778,593365,607264,197,5,12,1029,1,0,12
12,59,837,749256,761542,71,10,9,1028,1,0,2
13,35,872,5998016,6043362,236,50,22,1028,1,0,3
14,61,933,6187523,6222598,763,50,6,1029,1,0,13
15,44,977,8172528,8211421,2289,70,18,1028,1,0,19
16,77,1054,1745015,1773175,2747,15,0,1021,5,0,4
17,95,1149,666736,678879,1160,10,25,1020,1,0,6
18,41,1190,7766178,7802757,1943,65,36,1022,1,0,14
19,37,1227,8073697,8122154,2678,65,27,1022,1,0,12
20,48,1275,4091795,4122657,3930,35,23,1023,1,0,2
21,38,1313,9962053,9970231,11880,80,21,1024,1,0,8
22,44,1357,4442529,4480613,10596,35,4,1024,1,0,19
23,65,1422,572726,576342,2681,5,20,1026,1,0,21
24,68,1490,1921642,1943290,2367,20,7,1028,1,0,8
25,69,1559,2624635,2705553,2726,25,7,1032,0,0,5
26,67,1626,3695224,3716632,3208,30,11,1033,2,0,1
27,59,1685,1484227,1497928,1714,15,12,1033,1,0,5
28,56,1741,5804843,5824303,4996,50,7,1037,1,0,6
29,75,1816,1550112,1565713,2638,15,32,1038,1,0,13
30,59,1875,1151932,1171720,2489,10,26,1040,1,0,7
31,68,1943,381422,410089,1572,5,26,1040,0,0,29
32,59,2002,2478986,2501648,1595,20,27,1036,1,0,9
33,91,2093,1746101,1753529,5335,15,11,1036,1,0,6
34,62,2155,738547,775693,4771,10,5,1032,0,0,0
35,54,2209,4949151,5070113,5180,40,5,1039,0,0,6
36,100,2309,281690,288750,2195,5,0,1041,1,0,10
37,55,2364,371177,373382,480,5,2,1038,2,0,0
