season_name,total_points,rank
2011/12,1643,1484146
2012/13,1915,489306
2013/14,1881,1470395
2014/15,1753,1354580
2015/16,1602,2568774
2016/17,1619,2969587
2017/18,1672,3770432
2018/19,1777,4241282
2019/20,2062,1246052
2020/21,1675,5471819
2021/22,2523,77227
2022/23,2562,42966
2023/24,2455,169290
2024/25,2343,1044767
