event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,57,57,3654199,3663539,3654196,40,0,1000,0,0,6
2,51,108,5148179,5154289,3840714,50,0,1005,0,0,19
3,40,148,8477718,8479999,5214958,75,0,1011,1,0,31
4,86,234,474260,474836,2155694,5,5,1015,1,0,8
5,87,321,576,582,145601,1,5,1019,0,0,0
6,77,398,459629,461590,56958,5,4,1020,2,0,10
7,50,448,8950615,8951447,285602,75,15,1026,1,0,7
8,59,507,5442478,5444967,462479,45,29,1030,1,0,6
9,50,557,4650270,4652246,449735,40,12,1029,1,0,5
10,66,623,6226214,6229031,637311,55,12,1029,1,0,9
11,58,681,415596,416441,303408,5,14,1028,1,0,4
12,44,725,3974765,3978358,293221,35,7,1027,1,0,3
13,49,774,1520211,1521973,226844,15,9,1028,1,0,4
14,60,830,6536051,6537794,396746,55,45,1029,2,4,5
15,59,889,2698708,2701725,326504,25,30,1034,1,0,22
16,69,958,3485884,3487025,390264,30,4,1040,3,0,5
17,91,1049,1042816,1044213,279602,10,4,1041,0,0,30
18,54,1103,2465745,2467668,216380,20,6,1043,2,0,7
19,50,1153,2409063,2410241,150633,20,18,1043,2,0,5
20,51,1204,3155976,3158544,148876,25,35,1039,1,0,5
21,63,1267,1672561,1674643,113380,15,12,1038,1,0,7
22,40,1307,6100914,6106500,114570,50,12,1040,0,0,17
23,45,1352,5898494,5900319,103556,50,48,1041,2,0,13
24,77,1429,475200,476325,59377,5,47,1045,1,0,16
25,68,1497,3162333,3165943,64876,25,1,1050,1,0,12
26,76,1573,1412062,1413780,45851,15,0,1054,1,0,9
27,49,1622,4602156,4605118,42931,40,4,1055,1,0,20
28,77,1699,1158679,1160411,36133,10,14,1056,1,0,3
29,87,1786,350349,350713,12864,5,33,1055,1,0,10
30,75,1861,48041,48196,5242,1,37,1059,1,0,14
31,62,1923,1199831,1201650,4633,10,38,1063,1,0,2
32,66,1989,950357,953216,3192,10,23,1058,0,0,16
33,122,2111,226985,227820,2324,5,30,1058,1,0,0
34,70,2181,226964,230070,1385,5,30,1058,0,0,18
35,62,2243,2402766,2404826,992,20,60,1061,1,0,9
36,83,2322,2565672,2567861,1137,20,0,1064,2,4,5
37,33,2355,3372784,3374803,805,30,3,1065,1,0,4
