name,time,event
wildcard,2025-08-31T09:06:32.517991Z,4
bboost,2025-09-19T07:55:15.781256Z,5
3xc,2025-09-26T11:29:05.179832Z,6
freehit,2025-11-26T14:48:59.900067Z,13
3xc,2026-02-09T11:25:49.494476Z,26
wildcard,2026-04-09T06:22:38.014627Z,32
bboost,2026-04-10T21:07:04.654220Z,33
freehit,2026-04-21T11:31:31.275121Z,34
