name,time,event
bboost,2025-11-29T11:06:13.306524Z,13
3xc,2025-12-13T12:23:01.379465Z,16
freehit,2025-12-20T09:16:29.769946Z,17
wildcard,2025-12-26T16:56:51.992741Z,18
3xc,2026-02-10T08:34:45.271411Z,26
wildcard,2026-04-10T14:42:38.844987Z,32
bboost,2026-04-18T09:25:42.946154Z,33
freehit,2026-04-24T07:16:09.758824Z,34
