season_name,total_points,rank
2011/12,1917,374773
2012/13,1988,253577
2013/14,2200,291305
2014/15,1822,991944
2015/16,2018,551165
2016/17,1983,686335
2017/18,2054,769955
2018/19,1991,1990449
2019/20,2112,815062
2020/21,2286,422968
2021/22,2491,119100
2022/23,2513,133768
2023/24,2431,240796
2024/25,2365,837508
